id,title,url
5650,2977. Minimum Cost to Convert String II,https://leetcode.com/problems/minimum-cost-to-convert-string-ii
5651,227. Basic Calculator II,https://leetcode.com/problems/basic-calculator-ii
5652,1854. Maximum Population Year,https://leetcode.com/problems/maximum-population-year
5653,2349. Design a Number Container System,https://leetcode.com/problems/design-a-number-container-system
5654,185. Department Top Three Salaries,https://leetcode.com/problems/department-top-three-salaries
5655,2641. Cousins in Binary Tree II,https://leetcode.com/problems/cousins-in-binary-tree-ii
5656,1052. Grumpy Bookstore Owner,https://leetcode.com/problems/grumpy-bookstore-owner
5657,2402. Meeting Rooms III,https://leetcode.com/problems/meeting-rooms-iii
5658,2496. Maximum Value of a String in an Array,https://leetcode.com/problems/maximum-value-of-a-string-in-an-array
5659,2500. Delete Greatest Value in Each Row,https://leetcode.com/problems/delete-greatest-value-in-each-row
5660,673. Number of Longest Increasing Subsequence,https://leetcode.com/problems/number-of-longest-increasing-subsequence
5661,13. Roman to Integer,https://leetcode.com/problems/roman-to-integer
5662,1354. Construct Target Array With Multiple Sums,https://leetcode.com/problems/construct-target-array-with-multiple-sums
5663,1766. Tree of Coprimes,https://leetcode.com/problems/tree-of-coprimes
5664,2957. Remove Adjacent Almost-Equal Characters,https://leetcode.com/problems/remove-adjacent-almost-equal-characters
5665,1467. Probability of a Two Boxes Having The Same Number of Distinct Balls,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls
5666,1178. Number of Valid Words for Each Puzzle,https://leetcode.com/problems/number-of-valid-words-for-each-puzzle
5667,321. Create Maximum Number,https://leetcode.com/problems/create-maximum-number
5668,412. Fizz Buzz,https://leetcode.com/problems/fizz-buzz
5669,667. Beautiful Arrangement II,https://leetcode.com/problems/beautiful-arrangement-ii
5670,1466. Reorder Routes to Make All Paths Lead to the City Zero,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero
5671,2410. Maximum Matching of Players With Trainers,https://leetcode.com/problems/maximum-matching-of-players-with-trainers
5672,214. Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome
5673,2471. Minimum Number of Operations to Sort a Binary Tree by Level,https://leetcode.com/problems/minimum-number-of-operations-to-sort-a-binary-tree-by-level
5674,2965. Find Missing and Repeated Values,https://leetcode.com/problems/find-missing-and-repeated-values
5675,1163. Last Substring in Lexicographical Order,https://leetcode.com/problems/last-substring-in-lexicographical-order
5676,1807. Evaluate the Bracket Pairs of a String,https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string
5677,1361. Validate Binary Tree Nodes,https://leetcode.com/problems/validate-binary-tree-nodes
5678,594. Longest Harmonious Subsequence,https://leetcode.com/problems/longest-harmonious-subsequence
5679,43. Multiply Strings,https://leetcode.com/problems/multiply-strings
5680,1441. Build an Array With Stack Operations,https://leetcode.com/problems/build-an-array-with-stack-operations
5681,2721. Execute Asynchronous Functions in Parallel,https://leetcode.com/problems/execute-asynchronous-functions-in-parallel
5682,2813. Maximum Elegance of a K-Length Subsequence,https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence
5683,3116. Kth Smallest Amount With Single Denomination Combination,https://leetcode.com/problems/kth-smallest-amount-with-single-denomination-combination
5684,633. Sum of Square Numbers,https://leetcode.com/problems/sum-of-square-numbers/?envType=daily-question&envId=2024-06-17
5685,413. Arithmetic Slices,https://leetcode.com/problems/arithmetic-slices
5686,2000. Reverse Prefix of Word,https://leetcode.com/problems/reverse-prefix-of-word
5687,706. Design HashMap,https://leetcode.com/problems/design-hashmap
5688,501. Find Mode in Binary Search Tree,https://leetcode.com/problems/find-mode-in-binary-search-tree
5689,1346. Check If N and Its Double Exist,https://leetcode.com/problems/check-if-n-and-its-double-exist
5690,1391. Check if There is a Valid Path in a Grid,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid
5691,2484. Count Palindromic Subsequences,https://leetcode.com/problems/count-palindromic-subsequences
5692,2311. Longest Binary Subsequence Less Than or Equal to K,https://leetcode.com/problems/longest-binary-subsequence-less-than-or-equal-to-k
5693,1250. Check If It Is a Good Array,https://leetcode.com/problems/check-if-it-is-a-good-array
5694,2068. Check Whether Two Strings are Almost Equivalent,https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent
5695,904. Fruit Into Baskets,https://leetcode.com/problems/fruit-into-baskets
5696,2572. Count the Number of Square-Free Subsets,https://leetcode.com/problems/count-the-number-of-square-free-subsets
5697,611. Valid Triangle Number,https://leetcode.com/problems/valid-triangle-number
5698,1367. Linked List in Binary Tree,https://leetcode.com/problems/linked-list-in-binary-tree
5699,1776. Car Fleet II,https://leetcode.com/problems/car-fleet-ii
5700,2016. Maximum Difference Between Increasing Elements,https://leetcode.com/problems/maximum-difference-between-increasing-elements
5701,1295. Find Numbers with Even Number of Digits,https://leetcode.com/problems/find-numbers-with-even-number-of-digits
5702,1339. Maximum Product of Splitted Binary Tree,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree
5703,2059. Minimum Operations to Convert Number,https://leetcode.com/problems/minimum-operations-to-convert-number
5704,2101. Detonate the Maximum Bombs,https://leetcode.com/problems/detonate-the-maximum-bombs
5705,1655. Distribute Repeating Integers,https://leetcode.com/problems/distribute-repeating-integers
5706,1330. Reverse Subarray To Maximize Array Value,https://leetcode.com/problems/reverse-subarray-to-maximize-array-value
5707,813. Largest Sum of Averages,https://leetcode.com/problems/largest-sum-of-averages
5708,2060. Check if an Original String Exists Given Two Encoded Strings,https://leetcode.com/problems/check-if-an-original-string-exists-given-two-encoded-strings
5709,2069. Walking Robot Simulation II,https://leetcode.com/problems/walking-robot-simulation-ii
5710,1639. Number of Ways to Form a Target String Given a Dictionary,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary
5711,2374. Node With Highest Edge Score,https://leetcode.com/problems/node-with-highest-edge-score
5712,3184. Count Pairs That Form a Complete Day I,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-i
5713,2008. Maximum Earnings From Taxi,https://leetcode.com/problems/maximum-earnings-from-taxi
5714,2734. Lexicographically Smallest String After Substring Operation,https://leetcode.com/problems/lexicographically-smallest-string-after-substring-operation
5715,1092. Shortest Common Supersequence,https://leetcode.com/problems/shortest-common-supersequence
5716,3101. Count Alternating Subarrays,https://leetcode.com/problems/count-alternating-subarrays
5717,322. Coin Change,https://leetcode.com/problems/coin-change
5718,1696. Jump Game VI,https://leetcode.com/problems/jump-game-vi
5719,1505. Minimum Possible Integer After at Most K Adjacent Swaps On Digits,https://leetcode.com/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits
5720,2998. Minimum Number of Operations to Make X and Y Equal,https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal
5721,1234. Replace the Substring for Balanced String,https://leetcode.com/problems/replace-the-substring-for-balanced-string
5722,710. Random Pick with Blacklist,https://leetcode.com/problems/random-pick-with-blacklist
5723,1617. Count Subtrees With Max Distance Between Cities,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities
5724,1922. Count Good Numbers,https://leetcode.com/problems/count-good-numbers
5725,1647. Minimum Deletions to Make Character Frequencies Unique,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique
5726,344. Reverse String,https://leetcode.com/problems/reverse-string
5727,3031. Minimum Time to Revert Word to Initial State II,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-ii
5728,2762. Continuous Subarrays,https://leetcode.com/problems/continuous-subarrays
5729,974. Subarray Sums Divisible by K,https://leetcode.com/problems/subarray-sums-divisible-by-k
5730,2581. Count Number of Possible Root Nodes,https://leetcode.com/problems/count-number-of-possible-root-nodes
5731,2119. A Number After a Double Reversal,https://leetcode.com/problems/a-number-after-a-double-reversal
5732,1796. Second Largest Digit in a String,https://leetcode.com/problems/second-largest-digit-in-a-string
5733,2885. Rename Columns,https://leetcode.com/problems/rename-columns
5734,2735. Collecting Chocolates,https://leetcode.com/problems/collecting-chocolates
5735,449. Serialize and Deserialize BST,https://leetcode.com/problems/serialize-and-deserialize-bst
5736,2190. Most Frequent Number Following Key In an Array,https://leetcode.com/problems/most-frequent-number-following-key-in-an-array
5737,217. Contains Duplicate,https://leetcode.com/problems/contains-duplicate
5738,400. Nth Digit,https://leetcode.com/problems/nth-digit
5739,2665. Counter II,https://leetcode.com/problems/counter-ii
5740,3068. Find the Maximum Sum of Node Values,https://leetcode.com/problems/find-the-maximum-sum-of-node-values
5741,391. Perfect Rectangle,https://leetcode.com/problems/perfect-rectangle
5742,2866. Beautiful Towers II,https://leetcode.com/problems/beautiful-towers-ii
5743,482. License Key Formatting,https://leetcode.com/problems/license-key-formatting
5744,2840. Check if Strings Can be Made Equal With Operations II,https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-ii
5745,195. Tenth Line,https://leetcode.com/problems/tenth-line
5746,1974. Minimum Time to Type Word Using Special Typewriter,https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter
5747,1038. Binary Search Tree to Greater Sum Tree,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree
5748,2368. Reachable Nodes With Restrictions,https://leetcode.com/problems/reachable-nodes-with-restrictions
5749,1218. Longest Arithmetic Subsequence of Given Difference,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference
5750,2477. Minimum Fuel Cost to Report to the Capital,https://leetcode.com/problems/minimum-fuel-cost-to-report-to-the-capital
5751,208. Implement Trie (Prefix Tree),https://leetcode.com/problems/implement-trie-prefix-tree
5752,3070. Count Submatrices with Top-Left Element and Sum Less Than k,https://leetcode.com/problems/count-submatrices-with-top-left-element-and-sum-less-than-k
5753,1422. Maximum Score After Splitting a String,https://leetcode.com/problems/maximum-score-after-splitting-a-string
5754,1734. Decode XORed Permutation,https://leetcode.com/problems/decode-xored-permutation
5755,1720. Decode XORed Array,https://leetcode.com/problems/decode-xored-array
5756,39. Combination Sum,https://leetcode.com/problems/combination-sum
5757,3113. Find the Number of Subarrays Where Boundary Elements Are Maximum,https://leetcode.com/problems/find-the-number-of-subarrays-where-boundary-elements-are-maximum
5758,585. Investments in 2016,https://leetcode.com/problems/investments-in-2016
5759,3100. Water Bottles II,https://leetcode.com/problems/water-bottles-ii
5760,3095. Shortest Subarray With OR at Least K I,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-i
5761,834. Sum of Distances in Tree,https://leetcode.com/problems/sum-of-distances-in-tree
5762,883. Projection Area of 3D Shapes,https://leetcode.com/problems/projection-area-of-3d-shapes
5763,805. Split Array With Same Average,https://leetcode.com/problems/split-array-with-same-average
5764,1031. Maximum Sum of Two Non-Overlapping Subarrays,https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays
5765,1129. Shortest Path with Alternating Colors,https://leetcode.com/problems/shortest-path-with-alternating-colors
5766,38. Count and Say,https://leetcode.com/problems/count-and-say
5767,1208. Get Equal Substrings Within Budget,https://leetcode.com/problems/get-equal-substrings-within-budget
5768,1380. Lucky Numbers in a Matrix,https://leetcode.com/problems/lucky-numbers-in-a-matrix
5769,1890. The Latest Login in 2020,https://leetcode.com/problems/the-latest-login-in-2020
5770,1920. Build Array from Permutation,https://leetcode.com/problems/build-array-from-permutation
5771,2334. Subarray With Elements Greater Than Varying Threshold,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold
5772,749. Contain Virus,https://leetcode.com/problems/contain-virus
5773,1729. Find Followers Count,https://leetcode.com/problems/find-followers-count
5774,470. Implement Rand10() Using Rand7(),https://leetcode.com/problems/implement-rand10-using-rand7
5775,1312. Minimum Insertion Steps to Make a String Palindrome,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome
5776,454. 4Sum II,https://leetcode.com/problems/4sum-ii
5777,2960. Count Tested Devices After Test Operations,https://leetcode.com/problems/count-tested-devices-after-test-operations
5778,1877. Minimize Maximum Pair Sum in Array,https://leetcode.com/problems/minimize-maximum-pair-sum-in-array
5779,3014. Minimum Number of Pushes to Type Word I,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i
5780,2547. Minimum Cost to Split an Array,https://leetcode.com/problems/minimum-cost-to-split-an-array
5781,726. Number of Atoms,https://leetcode.com/problems/number-of-atoms
5782,2577. Minimum Time to Visit a Cell In a Grid,https://leetcode.com/problems/minimum-time-to-visit-a-cell-in-a-grid
5783,1994. The Number of Good Subsets,https://leetcode.com/problems/the-number-of-good-subsets
5784,968. Binary Tree Cameras,https://leetcode.com/problems/binary-tree-cameras
5785,2038. Remove Colored Pieces if Both Neighbors are the Same Color,https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color
5786,3111. Minimum Rectangles to Cover Points,https://leetcode.com/problems/minimum-rectangles-to-cover-points
5787,76. Minimum Window Substring,https://leetcode.com/problems/minimum-window-substring
5788,3001. Minimum Moves to Capture The Queen,https://leetcode.com/problems/minimum-moves-to-capture-the-queen
5789,1275. Find Winner on a Tic Tac Toe Game,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game
5790,1393. Capital Gain/Loss,https://leetcode.com/problems/capital-gainloss
5791,1758. Minimum Changes To Make Alternating Binary String,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string
5792,990. Satisfiability of Equality Equations,https://leetcode.com/problems/satisfiability-of-equality-equations
5793,2953. Count Complete Substrings,https://leetcode.com/problems/count-complete-substrings
5794,1640. Check Array Formation Through Concatenation,https://leetcode.com/problems/check-array-formation-through-concatenation
5795,662. Maximum Width of Binary Tree,https://leetcode.com/problems/maximum-width-of-binary-tree
5796,2873. Maximum Value of an Ordered Triplet I,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-i
5797,718. Maximum Length of Repeated Subarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray
5798,1723. Find Minimum Time to Finish All Jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs
5799,1128. Number of Equivalent Domino Pairs,https://leetcode.com/problems/number-of-equivalent-domino-pairs
5800,2163. Minimum Difference in Sums After Removal of Elements,https://leetcode.com/problems/minimum-difference-in-sums-after-removal-of-elements
5801,2047. Number of Valid Words in a Sentence,https://leetcode.com/problems/number-of-valid-words-in-a-sentence
5802,295. Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream
5803,1235. Maximum Profit in Job Scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling
5804,1981. Minimize the Difference Between Target and Chosen Elements,https://leetcode.com/problems/minimize-the-difference-between-target-and-chosen-elements
5805,62. Unique Paths,https://leetcode.com/problems/unique-paths
5806,135. Candy,https://leetcode.com/problems/candy
5807,2370. Longest Ideal Subsequence,https://leetcode.com/problems/longest-ideal-subsequence
5808,2236. Root Equals Sum of Children,https://leetcode.com/problems/root-equals-sum-of-children
5809,2780. Minimum Index of a Valid Split,https://leetcode.com/problems/minimum-index-of-a-valid-split
5810,67. Add Binary,https://leetcode.com/problems/add-binary
5811,399. Evaluate Division,https://leetcode.com/problems/evaluate-division
5812,1131. Maximum of Absolute Value Expression,https://leetcode.com/problems/maximum-of-absolute-value-expression
5813,1482. Minimum Number of Days to Make m Bouquets,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets
5814,2626. Array Reduce Transformation,https://leetcode.com/problems/array-reduce-transformation
5815,111. Minimum Depth of Binary Tree,https://leetcode.com/problems/minimum-depth-of-binary-tree
5816,1562. Find Latest Group of Size M,https://leetcode.com/problems/find-latest-group-of-size-m
5817,1637. Widest Vertical Area Between Two Points Containing No Points,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points
5818,1642. Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach
5819,1475. Final Prices With a Special Discount in a Shop,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop
5820,3043. Find the Length of the Longest Common Prefix,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix
5821,1401. Circle and Rectangle Overlapping,https://leetcode.com/problems/circle-and-rectangle-overlapping
5822,508. Most Frequent Subtree Sum,https://leetcode.com/problems/most-frequent-subtree-sum
5823,1601. Maximum Number of Achievable Transfer Requests,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests
5824,2432. The Employee That Worked on the Longest Task,https://leetcode.com/problems/the-employee-that-worked-on-the-longest-task
5825,873. Length of Longest Fibonacci Subsequence,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence
5826,2948. Make Lexicographically Smallest Array by Swapping Elements,https://leetcode.com/problems/make-lexicographically-smallest-array-by-swapping-elements
5827,664. Strange Printer,https://leetcode.com/problems/strange-printer
5828,213. House Robber II,https://leetcode.com/problems/house-robber-ii
5829,2398. Maximum Number of Robots Within Budget,https://leetcode.com/problems/maximum-number-of-robots-within-budget
5830,3083. Existence of a Substring in a String and Its Reverse,https://leetcode.com/problems/existence-of-a-substring-in-a-string-and-its-reverse
5831,692. Top K Frequent Words,https://leetcode.com/problems/top-k-frequent-words
5832,2858. Minimum Edge Reversals So Every Node Is Reachable,https://leetcode.com/problems/minimum-edge-reversals-so-every-node-is-reachable
5833,9. Palindrome Number,https://leetcode.com/problems/palindrome-number
5834,1140. Stone Game II,https://leetcode.com/problems/stone-game-ii
5835,1795. Rearrange Products Table,https://leetcode.com/problems/rearrange-products-table
5836,1260. Shift 2D Grid,https://leetcode.com/problems/shift-2d-grid
5837,1439. Find the Kth Smallest Sum of a Matrix With Sorted Rows,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows
5838,2864. Maximum Odd Binary Number,https://leetcode.com/problems/maximum-odd-binary-number
5839,1887. Reduction Operations to Make the Array Elements Equal,https://leetcode.com/problems/reduction-operations-to-make-the-array-elements-equal
5840,593. Valid Square,https://leetcode.com/problems/valid-square
5841,2801. Count Stepping Numbers in Range,https://leetcode.com/problems/count-stepping-numbers-in-range
5842,3006. Find Beautiful Indices in the Given Array I,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i
5843,659. Split Array into Consecutive Subsequences,https://leetcode.com/problems/split-array-into-consecutive-subsequences
5844,1905. Count Sub Islands,https://leetcode.com/problems/count-sub-islands
5845,2485. Find the Pivot Integer,https://leetcode.com/problems/find-the-pivot-integer
5846,174. Dungeon Game,https://leetcode.com/problems/dungeon-game
5847,2926. Maximum Balanced Subsequence Sum,https://leetcode.com/problems/maximum-balanced-subsequence-sum
5848,328. Odd Even Linked List,https://leetcode.com/problems/odd-even-linked-list
5849,386. Lexicographical Numbers,https://leetcode.com/problems/lexicographical-numbers
5850,916. Word Subsets,https://leetcode.com/problems/word-subsets
5851,1484. Group Sold Products By The Date,https://leetcode.com/problems/group-sold-products-by-the-date
5852,1661. Average Time of Process per Machine,https://leetcode.com/problems/average-time-of-process-per-machine
5853,61. Rotate List,https://leetcode.com/problems/rotate-list
5854,2523. Closest Prime Numbers in Range,https://leetcode.com/problems/closest-prime-numbers-in-range
5855,3134. Find the Median of the Uniqueness Array,https://leetcode.com/problems/find-the-median-of-the-uniqueness-array
5856,798. Smallest Rotation with Highest Score,https://leetcode.com/problems/smallest-rotation-with-highest-score
5857,2918. Minimum Equal Sum of Two Arrays After Replacing Zeros,https://leetcode.com/problems/minimum-equal-sum-of-two-arrays-after-replacing-zeros
5858,829. Consecutive Numbers Sum,https://leetcode.com/problems/consecutive-numbers-sum
5859,3165. Maximum Sum of Subsequence With Non-adjacent Elements,https://leetcode.com/problems/maximum-sum-of-subsequence-with-non-adjacent-elements
5860,433. Minimum Genetic Mutation,https://leetcode.com/problems/minimum-genetic-mutation
5861,822. Card Flipping Game,https://leetcode.com/problems/card-flipping-game
5862,2631. Group By,https://leetcode.com/problems/group-by
5863,2315. Count Asterisks,https://leetcode.com/problems/count-asterisks
5864,112. Path Sum,https://leetcode.com/problems/path-sum
5865,2544. Alternating Digit Sum,https://leetcode.com/problems/alternating-digit-sum
5866,1094. Car Pooling,https://leetcode.com/problems/car-pooling
5867,1621. Number of Sets of K Non-Overlapping Line Segments,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments
5868,1460. Make Two Arrays Equal by Reversing Subarrays,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays
5869,2954. Count the Number of Infection Sequences,https://leetcode.com/problems/count-the-number-of-infection-sequences
5870,2779. Maximum Beauty of an Array After Applying Operation,https://leetcode.com/problems/maximum-beauty-of-an-array-after-applying-operation
5871,3180. Maximum Total Reward Using Operations I,https://leetcode.com/problems/maximum-total-reward-using-operations-i
5872,1787. Make the XOR of All Segments Equal to Zero,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero
5873,119. Pascal's Triangle II,https://leetcode.com/problems/pascals-triangle-ii
5874,1081. Smallest Subsequence of Distinct Characters,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters
5875,1954. Minimum Garden Perimeter to Collect Enough Apples,https://leetcode.com/problems/minimum-garden-perimeter-to-collect-enough-apples
5876,1942. The Number of the Smallest Unoccupied Chair,https://leetcode.com/problems/the-number-of-the-smallest-unoccupied-chair
5877,2071. Maximum Number of Tasks You Can Assign,https://leetcode.com/problems/maximum-number-of-tasks-you-can-assign
5878,2090. K Radius Subarray Averages,https://leetcode.com/problems/k-radius-subarray-averages
5879,1302. Deepest Leaves Sum,https://leetcode.com/problems/deepest-leaves-sum
5880,1769. Minimum Number of Operations to Move All Balls to Each Box,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box
5881,1315. Sum of Nodes with Even-Valued Grandparent,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent
5882,3181. Maximum Total Reward Using Operations II,https://leetcode.com/problems/maximum-total-reward-using-operations-ii
5883,474. Ones and Zeroes,https://leetcode.com/problems/ones-and-zeroes
5884,3102. Minimize Manhattan Distances,https://leetcode.com/problems/minimize-manhattan-distances
5885,3177. Find the Maximum Length of a Good Subsequence II,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii
5886,303. Range Sum Query - Immutable,https://leetcode.com/problems/range-sum-query-immutable
5887,2637. Promise Time Limit,https://leetcode.com/problems/promise-time-limit
5888,58. Length of Last Word,https://leetcode.com/problems/length-of-last-word
5889,2420. Find All Good Indices,https://leetcode.com/problems/find-all-good-indices
5890,1138. Alphabet Board Path,https://leetcode.com/problems/alphabet-board-path
5891,2860. Happy Students,https://leetcode.com/problems/happy-students
5892,1478. Allocate Mailboxes,https://leetcode.com/problems/allocate-mailboxes
5893,132. Palindrome Partitioning II,https://leetcode.com/problems/palindrome-partitioning-ii
5894,595. Big Countries,https://leetcode.com/problems/big-countries
5895,2287. Rearrange Characters to Make Target String,https://leetcode.com/problems/rearrange-characters-to-make-target-string
5896,1679. Max Number of K-Sum Pairs,https://leetcode.com/problems/max-number-of-k-sum-pairs
5897,2750. Ways to Split Array Into Good Subarrays,https://leetcode.com/problems/ways-to-split-array-into-good-subarrays
5898,448. Find All Numbers Disappeared in an Array,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array
5899,1070. Product Sales Analysis III,https://leetcode.com/problems/product-sales-analysis-iii
5900,2463. Minimum Total Distance Traveled,https://leetcode.com/problems/minimum-total-distance-traveled
5901,108. Convert Sorted Array to Binary Search Tree,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree
5902,523. Continuous Subarray Sum,https://leetcode.com/problems/continuous-subarray-sum/?envType=daily-question&envId=2024-06-08
5903,2561. Rearranging Fruits,https://leetcode.com/problems/rearranging-fruits
5904,2094. Finding 3-Digit Even Numbers,https://leetcode.com/problems/finding-3-digit-even-numbers
5905,535. Encode and Decode TinyURL,https://leetcode.com/problems/encode-and-decode-tinyurl
5906,147. Insertion Sort List,https://leetcode.com/problems/insertion-sort-list
5907,714. Best Time to Buy and Sell Stock with Transaction Fee,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee
5908,931. Minimum Falling Path Sum,https://leetcode.com/problems/minimum-falling-path-sum
5909,2201. Count Artifacts That Can Be Extracted,https://leetcode.com/problems/count-artifacts-that-can-be-extracted
5910,1184. Distance Between Bus Stops,https://leetcode.com/problems/distance-between-bus-stops
5911,2202. Maximize the Topmost Element After K Moves,https://leetcode.com/problems/maximize-the-topmost-element-after-k-moves
5912,1048. Longest String Chain,https://leetcode.com/problems/longest-string-chain
5913,989. Add to Array-Form of Integer,https://leetcode.com/problems/add-to-array-form-of-integer
5914,528. Random Pick with Weight,https://leetcode.com/problems/random-pick-with-weight
5915,917. Reverse Only Letters,https://leetcode.com/problems/reverse-only-letters
5916,1491. Average Salary Excluding the Minimum and Maximum Salary,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary
5917,2538. Difference Between Maximum and Minimum Price Sum,https://leetcode.com/problems/difference-between-maximum-and-minimum-price-sum
5918,2897. Apply Operations on Array to Maximize Sum of Squares,https://leetcode.com/problems/apply-operations-on-array-to-maximize-sum-of-squares
5919,401. Binary Watch,https://leetcode.com/problems/binary-watch
5920,2843. Count Symmetric Integers,https://leetcode.com/problems/count-symmetric-integers
5921,3077. Maximum Strength of K Disjoint Subarrays,https://leetcode.com/problems/maximum-strength-of-k-disjoint-subarrays
5922,2416. Sum of Prefix Scores of Strings,https://leetcode.com/problems/sum-of-prefix-scores-of-strings
5923,927. Three Equal Parts,https://leetcode.com/problems/three-equal-parts
5924,1419. Minimum Number of Frogs Croaking,https://leetcode.com/problems/minimum-number-of-frogs-croaking
5925,1502. Can Make Arithmetic Progression From Sequence,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence
5926,784. Letter Case Permutation,https://leetcode.com/problems/letter-case-permutation
5927,1002. Find Common Characters,https://leetcode.com/problems/find-common-characters
5928,820. Short Encoding of Words,https://leetcode.com/problems/short-encoding-of-words
5929,2730. Find the Longest Semi-Repetitive Substring,https://leetcode.com/problems/find-the-longest-semi-repetitive-substring
5930,2944. Minimum Number of Coins for Fruits,https://leetcode.com/problems/minimum-number-of-coins-for-fruits
5931,1815. Maximum Number of Groups Getting Fresh Donuts,https://leetcode.com/problems/maximum-number-of-groups-getting-fresh-donuts
5932,2726. Calculator with Method Chaining,https://leetcode.com/problems/calculator-with-method-chaining
5933,630. Course Schedule III,https://leetcode.com/problems/course-schedule-iii
5934,1793. Maximum Score of a Good Subarray,https://leetcode.com/problems/maximum-score-of-a-good-subarray
5935,688. Knight Probability in Chessboard,https://leetcode.com/problems/knight-probability-in-chessboard
5936,21. Merge Two Sorted Lists,https://leetcode.com/problems/merge-two-sorted-lists
5937,141. Linked List Cycle,https://leetcode.com/problems/linked-list-cycle
5938,1328. Break a Palindrome,https://leetcode.com/problems/break-a-palindrome
5939,1656. Design an Ordered Stream,https://leetcode.com/problems/design-an-ordered-stream
5940,3161. Block Placement Queries,https://leetcode.com/problems/block-placement-queries
5941,2849. Determine if a Cell Is Reachable at a Given Time,https://leetcode.com/problems/determine-if-a-cell-is-reachable-at-a-given-time
5942,324. Wiggle Sort II,https://leetcode.com/problems/wiggle-sort-ii
5943,1400. Construct K Palindrome Strings,https://leetcode.com/problems/construct-k-palindrome-strings
5944,831. Masking Personal Information,https://leetcode.com/problems/masking-personal-information
5945,2256. Minimum Average Difference,https://leetcode.com/problems/minimum-average-difference
5946,2492. Minimum Score of a Path Between Two Cities,https://leetcode.com/problems/minimum-score-of-a-path-between-two-cities
5947,2962. Count Subarrays Where Max Element Appears at Least K Times,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times
5948,2397. Maximum Rows Covered by Columns,https://leetcode.com/problems/maximum-rows-covered-by-columns
5949,2974. Minimum Number Game,https://leetcode.com/problems/minimum-number-game
5950,732. My Calendar III,https://leetcode.com/problems/my-calendar-iii
5951,891. Sum of Subsequence Widths,https://leetcode.com/problems/sum-of-subsequence-widths
5952,1042. Flower Planting With No Adjacent,https://leetcode.com/problems/flower-planting-with-no-adjacent
